State Name,District Name,Subdistrict Name,Facility Type,Facility Name,Facility Address,Latitude,Longitude,ActiveFlag_C,Location Type,Type Of Facility
Bihar,Purnia,Purnia East,sub_cen,Burail,NA,30.707968,76.761065,Y,Urban,Public
Bihar,Purnia,Dagarua,sub_cen,Saura HSC,NA,31.123424,77.751646,Y,Rural,Public
Bihar,Gaya,Mohanpur,sub_cen,Rondhwa,NA,31.21935,81.722243,Y,Rural,Public
Bihar,Madhubani,Benipatti,sub_cen,Bishanpur,NA,31.230775,75.820348,Y,Rural,Public
Bihar,Purnia,Purnia East,sub_cen,Manjheli,NA,31.704307,76.405687,Y,Urban,Public
Bihar,Gaya,Barachatti,sub_cen,Dhangai Barachatti,NA,31.966558,74.855099,Y,Rural,Public
Bihar,Purnia,Banmankhi,sub_cen,Nagar panchayat,NA,31.989233,76.790594,Y,Rural,Public
Bihar,Purnia,Kasba,sub_cen,Sara Kasba HSC,NA,32.21048,35.190414,Y,Rural,Public
Bihar,Purnia,Amour,sub_cen,SAHANGANV BAGDHAR,NA,32.558076,75.921646,Y,Rural,Public
Bihar,Gaya,Mohanpur,sub_cen,Rearibar,NA,32.95323,86.84091,Y,Rural,Public
Bihar,Gaya,Mohanpur,sub_cen,Rearibar,NA,32.95323,86.84091,Y,Rural,Public
Bihar,Araria,Araria Sadar,sub_cen,Balwat,NA,33.216251,75.228945,Y,Rural,Public
Bihar,Purnia,Barhara,sub_cen,Barhari,NA,33.533517,73.4400856,Y,Rural,Public
Bihar,Purnia,Purnia East,sub_cen,Barhari,NA,33.533517,73.440856,Y,Urban,Public
Bihar,Madhubani,Benipatti,sub_cen,Laddugama,NA,33.923789,18.414258,Y,Rural,Public
Bihar,Purnia,Amour,sub_cen,HARIPUR,NA,33.995984,72.936762,Y,Rural,Public
Bihar,Purnia,Banmankhi,sub_cen,Gangeli,NA,34.068947,118.404111,Y,Rural,Public
Bihar,Purnia,Banmankhi,sub_cen,Pipra,NA,38.538678,121.763326,Y,Rural,Public
Bihar,Madhubani,Benipatti,sub_cen,Nagwas,NA,38.901105,76.7495,Y,Rural,Public
Bihar,Madhubani,Benipatti,sub_cen,Ganguli,NA,40.264013,74.045711,Y,Rural,Public
Bihar,Purnia,Banmankhi,sub_cen,Jhouwari,NA,40.814046,74.217358,Y,Rural,Public
Bihar,Purnia,Baisa,sub_cen,Aulaee,NA,41.398445,2.106982,Y,Rural,Public
Bihar,Madhubani,Benipatti,sub_cen,Paraul,NA,42.738816,47.350319,Y,Rural,Public
Bihar,Purnia,Kasba,sub_cen,Betouna 2,NA,43.045702,12.529878,Y,Rural,Public
Bihar,Purnia,Krityanand Nagar,sub_cen,Chapay HSC,NA,45.188961,5.081205,Y,Rural,Public
Bihar,Purnia,Amour,sub_cen,Salata,NA,45.344803,11.831832,Y,Rural,Public
Bihar,Khagaria,Allauli,sub_cen,Kehuna,NA,48.302659,14.299545,Y,Rural,Public
Bihar,Purnia,Banmankhi,sub_cen,Belachand Sukhia,NA,49.285003,123.125874,Y,Rural,Public
Bihar,Purnia,Krityanand Nagar,sub_cen,Roska Koska Gad HSC,NA,52.875334,16.320773,Y,Rural,Public
Bihar,Purnia,Kasba,sub_cen,Betauna,NA,56.936249,24.257819,Y,Rural,Public
Bihar,Purnia,Kasba,sub_cen,kadwa 1 HSC,NA,58.909033,25.111475,Y,Rural,Public
Bihar,Purnia,Srinagar,sub_cen,Chanka,NA,59.828346,22.965856,Y,Rural,Public
Bihar,Gaya,Nagar Prakhand Sadar,sub_cen,Durvey,NA,80.441282,62.578125,Y,Rural,Public
Bihar,Saran,Dariyapur,sub_cen,Matihan,NA,83.15,85.24,Y,Rural,Public
Bihar,Saran,Dariyapur,sub_cen,Badhmua,NA,84.15,85.24,Y,Rural,Public
Bihar,Saran,Dariyapur,sub_cen,Banwaripur,NA,84.15,85.24,Y,Rural,Public
Bihar,Saran,Dariyapur,sub_cen,Dhanauti DariyaPur,NA,84.15,85.24,Y,Rural,Public
Bihar,Saran,Dariyapur,sub_cen,Fateh Pur,NA,84.15,85.24,Y,Rural,Public
Bihar,Saran,Dariyapur,sub_cen,Hukuraha,NA,84.15,85.24,Y,Rural,Public
Bihar,Saran,Dariyapur,sub_cen,Mahesia,NA,84.15,85.24,Y,Rural,Public
Bihar,Saran,Dariyapur,sub_cen,Manohar Pur,NA,84.15,85.24,Y,Rural,Public
Bihar,Saran,Dariyapur,sub_cen,Mohamadpur,NA,84.15,85.24,Y,Rural,Public
Bihar,Saran,Dariyapur,sub_cen,Piraridih,NA,84.15,85.24,Y,Rural,Public
Bihar,Saran,Dariyapur,sub_cen,Pratap Pur,NA,84.15,84.24,Y,Rural,Public
Bihar,Saran,Dariyapur,sub_cen,Purdilpur,NA,84.15,85.24,Y,Rural,Public
Bihar,Saran,Dariyapur,sub_cen,Rajapur,NA,84.15,85.24,Y,Rural,Public
Bihar,Saran,Dariyapur,sub_cen,Sunderpur,NA,84.15,85.24,Y,Rural,Public
Bihar,Gaya,Dumariia,sub_cen,Matha,NA,84.493747,85.128611,Y,Rural,Public
Bihar,Saran,Dariyapur,sub_cen,Kakrahat,NA,85.16,84.4,Y,Rural,Public
Bihar,Patna,Daniyawan,sub_cen,Daniawan,NA,85.23955,25.079,Y,Rural,Public
Bihar,Patna,Daniyawan,sub_cen,Kundli,NA,85.23955,25.079,Y,Rural,Public
Bihar,Patna,Daniyawan,sub_cen,Machariyawan,NA,85.23955,25.079,Y,Rural,Public
Bihar,Patna,Daniyawan,sub_cen,Salarpur,NA,85.23955,25.079,Y,Rural,Public
Bihar,Patna,Daniyawan,sub_cen,Shahjehanpur,NA,85.23955,25.079,Y,Rural,Public
Bihar,Patna,Daniyawan,sub_cen,Tope,NA,85.23955,25.079,Y,Rural,Public
Bihar,Patna,Daniyawan,sub_cen,Sigriyawan,NA,85.23956,25.079,Y,Rural,Public
Bihar,Saran,Dariyapur,sub_cen,Barka Bania,NA,86.15,87.24,Y,Rural,Public
Bihar,Saran,Dariyapur,sub_cen,Darihara,NA,86.15,87.24,Y,Rural,Public
Bihar,Saran,Dariyapur,sub_cen,Devati,NA,86.15,87.24,Y,Rural,Public
Bihar,Saran,Dariyapur,sub_cen,Ibrahim Pur,NA,86.15,87.24,Y,Rural,Public
Bihar,Saran,Dariyapur,sub_cen,Saidpur,NA,86.15,87.24,Y,Rural,Public
Bihar,Saran,Dariyapur,sub_cen,Rampur Jaithi,NA,86.15,87.24,Y,Rural,Public
Bihar,Saran,Dariyapur,sub_cen,Rasulpur,NA,86.15,87.24,Y,Rural,Public
Bihar,Saran,Dariyapur,sub_cen,Sanjha,NA,86.15,87.24,Y,Rural,Public
Bihar,Saran,Dariyapur,sub_cen,Saraiya,NA,86.15,87.24,Y,Rural,Public
Bihar,Saran,Dariyapur,sub_cen,Sisauni,NA,86.15,87.24,Y,Rural,Public
Bihar,Jamui,Sono,sub_cen,Agahara,NA,86.305739,86.305739,Y,Rural,Public
Bihar,Khagaria,Khagaria Sadar,sub_cen,Rahimpur Khagaria,NA,86.487234,86.476908,Y,Rural,Public
Bihar,Bhagalpur,Sultanganj,sub_cen,Tilakpur,NA,86.785632,86.785614,Y,Rural,Public
Bihar,Bhagalpur,Sanhoulla,sub_cen,Sohayalame,NA,87.14857578,87.24457741,Y,Rural,Public
Bihar,Araria,Jokihat,sub_cen,Simariya,NA,87.596433,87.644298,Y,Rural,Public
Bihar,Gaya,Mohanpur,sub_cen,Dhmana,NA,111.67035,45.91283,Y,Rural,Public
Bihar,Gaya,Mohanpur,sub_cen,Itwa Mohanpur,NA,125.3951,75.89592,Y,Rural,Public
Bihar,Sheikhpura,Sheikhpura Sadar,sub_cen,Jiyanbigha,NA,250622.254,854337.975,Y,Urban,Public
Bihar,Sheikhpura,Sheikhpura Sadar,sub_cen,Bank,NA,250632.415,854452539,Y,Urban,Public
Bihar,Sheikhpura,Sheikhpura Sadar,sub_cen,Lodipur,NA,250722.748,8546.1052,Y,Urban,Public
Bihar,Sheikhpura,Sheikhpura Sadar,sub_cen,Kusumbha,NA,2506010,854619.835,Y,Urban,Public
Bihar,Bhagalpur,Sabour,sub_cen,Baijnath Pur,NA,25236169,86.991407,Y,Rural,Public
Bihar,Khagaria,Khagaria Sadar,sub_cen,Gaurashakti,NA,25511152,86.476908,Y,Rural,Public
Bihar,Siwan,Hasanpura,sub_cen,Mandarpali,NA,272000000000,85.45440674,Y,Rural,Public
Chandigarh,Chandigarh,zone4 Polyclinic 45,chc,UCHC Sector 45,NA,30.70515,76.76166667,Y,Urban,Public
Chandigarh,Chandigarh,zone2 CHC-22,chc,Civil Hospital Sector 22,NA,30.73271667,76.77113333,Y,Urban,Public
Chandigarh,Chandigarh,zone4 Polyclinic 45,dis_h,ESI Ramdarbar,NA,30.69741667,76.79753333,Y,Rural,Public
Chandigarh,Chandigarh,zone1 GMSH-16,dis_h,GMCH 32,NA,30.7092,76.78175,Y,Rural,Public
Chandigarh,Chandigarh,zone1 GMSH-16,dis_h,GMSH 16,NA,30.7501,76.7802,Y,Rural,Public
Chandigarh,Chandigarh,zone1 GMSH-16,dis_h,PGI Chandigarh,NA,30.76281667,76.7764,Y,Rural,Public
Chandigarh,Chandigarh,zone4 Polyclinic 45,phc,CD Hallomajra,NA,30.69215,76.80018333,Y,Rural,Public
Chandigarh,Chandigarh,zone4 Polyclinic 45,phc,CD Ram Darbar,NA,30.69241667,76.78918333,Y,Rural,Public
Chandigarh,Chandigarh,zone4 Polyclinic 45,phc,AD HD  47,NA,30.69521667,76.76525,Y,Urban,Public
Chandigarh,Chandigarh,zone3 Mani-Majra,phc,UPHC Mauli Jagran,NA,30.69823333,76.82936667,Y,Urban,Public
Chandigarh,Chandigarh,zone3 Mani-Majra,phc,CD CITCO,NA,30.70863333,76.80476667,Y,Urban,Public
Chandigarh,Chandigarh,zone2 CHC-22,phc,ESI 29,NA,30.71108333,76.79066667,Y,Urban,Public
Chandigarh,Chandigarh,zone4 Polyclinic 45,phc,Urban Heath Training centre 44,NA,30.71168333,76.75798333,Y,Urban,Public
Chandigarh,Chandigarh,zone3 Mani-Majra,phc,CD Modren Complex,NA,30.71333333,76.82678333,Y,Urban,Public
Chandigarh,Chandigarh,zone2 CHC-22,phc,CD 33,NA,30.71556667,76.76816667,Y,Urban,Public
Chandigarh,Chandigarh,zone4 Polyclinic 45,phc,CD Kajheri,NA,30.71591667,76.73675,Y,Rural,Public
Chandigarh,Chandigarh,zone2 CHC-22,phc,CD 20,NA,30.71601667,76.79123333,Y,Urban,Public
Chandigarh,Chandigarh,zone2 CHC-22,phc,AD 28,NA,30.71673333,76.8057,Y,Urban,Public
Chandigarh,Chandigarh,zone2 CHC-22,phc,HD 34,NA,30.71876667,76.762,Y,Urban,Public
Chandigarh,Chandigarh,zone3 Mani-Majra,phc,Police Hospital 26,NA,30.7218,76.81088333,Y,Urban,Public
Chandigarh,Chandigarh,zone3 Mani-Majra,phc,CD 26,NA,30.7224,76.81028333,Y,Urban,Public
Chandigarh,Chandigarh,zone2 CHC-22,phc,CD 35,NA,30.72341667,76.76225,Y,Urban,Public
Chandigarh,Chandigarh,zone3 Mani-Majra,phc,UHTC Indira Colony,NA,30.72383333,76.83998333,Y,Urban,Public
Chandigarh,Chandigarh,zone2 CHC-22,phc,HD 27,NA,30.72396667,76.79913333,Y,Urban,Public
Chandigarh,Chandigarh,zone4 Polyclinic 45,phc,CD 42,NA,30.72603333,76.74893333,Y,Urban,Public
Chandigarh,Chandigarh,zone1 GMSH-16,phc,CD 19,NA,30.731697,76.794524,Y,Urban,Public
Chandigarh,Chandigarh,zone2 CHC-22,phc,RHTC Palsora,NA,30.73441667,76.7178,Y,Rural,Public
Chandigarh,Chandigarh,zone2 CHC-22,phc,CD 23,NA,30.73588333,76.76305,Y,Urban,Public
Chandigarh,Chandigarh,zone2 CHC-22,phc,AD 37,NA,30.73608333,76.7493,Y,Urban,Public
Chandigarh,Chandigarh,zone4 Polyclinic 45,phc,CD 40,NA,30.73666667,76.73415,Y,Urban,Public
Chandigarh,Chandigarh,zone1 GMSH-16,phc,CD UT Press Sector 18,NA,30.73993333,76.79015,Y,Urban,Public
Chandigarh,Chandigarh,zone2 CHC-22,phc,Public Health Dispensary,NA,30.740561,76.75933,Y,Rural,Public
Chandigarh,Chandigarh,zone1 GMSH-16,phc,CD 8,NA,30.74105,76.79806667,Y,Urban,Public
Chandigarh,Chandigarh,zone2 CHC-22,phc,CD 38,NA,30.74255,76.74608333,Y,Urban,Public
Chandigarh,Chandigarh,zone2 CHC-22,phc,AD 24,NA,30.74743333,76.76375,Y,Urban,Public
Chandigarh,Chandigarh,zone1 GMSH-16,phc,CD 9,NA,30.74955,76.78918333,Y,Urban,Public
Chandigarh,Chandigarh,zone2 CHC-22,phc,CD Maloya,NA,30.7527,76.71766667,Y,Rural,Public
Chandigarh,Chandigarh,zone1 GMSH-16,phc,CD Punjab & Haryana High Court,NA,30.75468333,76.80225,Y,Urban,Public
Chandigarh,Chandigarh,zone2 CHC-22,phc,UPHC Dadumajra,NA,30.75523333,76.73913333,Y,Urban,Public
Chandigarh,Chandigarh,zone1 GMSH-16,phc,CD Kaimbwala,NA,30.75601667,76.82291667,Y,Rural,Public
Chandigarh,Chandigarh,zone1 GMSH-16,phc,CD 11,NA,30.7587,76.78235,Y,Urban,Public
Chandigarh,Chandigarh,zone1 GMSH-16,phc,CD Dhanas,NA,30.76365,76.75278333,Y,Rural,Public
Chandigarh,Chandigarh,zone1 GMSH-16,phc,UPHC New Resettelment Colony Dhanas,NA,30.7728,76.74851667,Y,Urban,Public
Chandigarh,Chandigarh,zone1 GMSH-16,phc,CD Kudda Alisher,NA,30.77578333,76.81,Y,Rural,Public
Chandigarh,Chandigarh,zone1 GMSH-16,phc,CD Sarangpur,NA,30.78035,76.7567,Y,Rural,Public
Chandigarh,Chandigarh,zone3 Mani-Majra,s_t_h,Civil Hospital Manimajra,NA,30.71356667,76.84276667,Y,Urban,Public
Chandigarh,Chandigarh,zone4 Polyclinic 45,sub_cen,SC Raipur Khurd,NA,30.67755,76.81168333,Y,Rural,Public
Chandigarh,Chandigarh,zone4 Polyclinic 45,sub_cen,SC Behlana,NA,30.67951667,76.80045,Y,Rural,Public
Chandigarh,Chandigarh,zone3 Mani-Majra,sub_cen,SC Raipur Kalan,NA,30.68078333,76.8207,Y,Rural,Public
Chandigarh,Chandigarh,zone3 Mani-Majra,sub_cen,SC Mauli Village,NA,30.68743333,76.82641667,Y,Rural,Public
Chandigarh,Chandigarh,zone4 Polyclinic 45,sub_cen,SC Hallomajra,NA,30.69215,76.80018333,Y,Rural,Public
Chandigarh,Chandigarh,zone4 Polyclinic 45,sub_cen,SC Faidan,NA,30.69521667,76.76525,Y,Rural,Public
Chandigarh,Chandigarh,zone3 Mani-Majra,sub_cen,SC Dariya,NA,30.69645,76.81241667,Y,Rural,Public
Chandigarh,Chandigarh,zone4 Polyclinic 45,sub_cen,SC  Kajheri,NA,30.71591667,76.73675,Y,Rural,Public
Chandigarh,Chandigarh,zone2 CHC-22,sub_cen,SC Palsora,NA,30.73111667,76.72611667,Y,Rural,Public
Chandigarh,Chandigarh,zone4 Polyclinic 45,sub_cen,SC Badheri,NA,30.732,76.7342,Y,Rural,Public
Chandigarh,Chandigarh,zone3 Mani-Majra,sub_cen,SC Kishangarh,NA,30.733622,76.826599,Y,Rural,Public
Chandigarh,Chandigarh,zone2 CHC-22,sub_cen,SC Maloya,NA,30.7527,76.71766667,Y,Rural,Public
Chandigarh,Chandigarh,zone1 GMSH-16,sub_cen,SC Kaimbwala,NA,30.75601667,76.82291667,Y,Rural,Public
Chandigarh,Chandigarh,zone1 GMSH-16,sub_cen,SC Dhanas,NA,30.76365,76.75278333,Y,Rural,Public
Chandigarh,Chandigarh,zone1 GMSH-16,sub_cen,SC Khuda Jassu,NA,30.7734,76.7713,Y,Rural,Public
Chandigarh,Chandigarh,zone1 GMSH-16,sub_cen,SC Khuda Lahora,NA,30.77721667,76.77228333,Y,Rural,Public
Chandigarh,Chandigarh,zone1 GMSH-16,sub_cen,SC Sarangpur,NA,30.78035,76.7567,Y,Rural,Public
Chhattisgarh,Sukma,Konta,chc,Konta,NA,17.80795059,81.38096365,Y,Rural,Public
Chhattisgarh,Bijapur,USOOR,chc,Usoor,NA,18.48546719,80.74938174,Y,Rural,Public
Chhattisgarh,Sukma,Chhindgarh,chc,Chhindgarh,NA,18.52645571,81.74985508,Y,Rural,Public
Chhattisgarh,Dantewada,KUAKONDA,chc,Kirandul,NA,18.64509833,81.25344833,Y,Rural,Public
Chhattisgarh,Dantewada,KUAKONDA,chc,Kuakonda,NA,18.722935,81.41984167,Y,Rural,Public
Chhattisgarh,Bijapur,BIJAPUR,chc,Gangaloor,NA,18.75519419,81.02777093,Y,Rural,Public
Chhattisgarh,Dantewada,KATEKALYAAN,chc,Kateklyan,NA,18.80151651,81.63789987,Y,Rural,Public
Chhattisgarh,Bastar,DARBHA,chc,DARBHA,NA,18.87143205,81.86978511,Y,Rural,Public
Chhattisgarh,Bijapur,BHOPALPATTANAM,chc,Bhopalpattnam,NA,18.87503624,80.38509369,Y,Rural,Public
Chhattisgarh,Bastar,Nangoor,chc,Nangoor,NA,18.94322441,82.04362887,Y,Rural,Public
Chhattisgarh,Dantewada,Geedam,chc,Geedam,NA,18.97363833,81.40599833,Y,Rural,Public
Chhattisgarh,Bastar,BASTANAAR,chc,BADE KILEPAL,NA,18.98859765,81.640975,Y,Rural,Public
Chhattisgarh,Bijapur,BHAIRAMGARH,chc,Bhairamgarh,NA,19.00749169,81.05998623,Y,Rural,Public
Chhattisgarh,Bastar,TOKOPAAL,chc,TOKAPAL,NA,19.01151333,81.87652667,Y,Rural,Public
Chhattisgarh,Bastar,LOHANDIGUDA,chc,LOHANDIGUDA,NA,19.17148488,81.75056794,Y,Rural,Public
Chhattisgarh,Bastar,BAKAVAND,chc,BAKAWAND,NA,19.27100383,82.09594413,Y,Rural,Public
Chhattisgarh,Narayanpur,ORCHHA,chc,Orchha,NA,19.36553053,81.17927377,Y,Rural,Public
Chhattisgarh,Kondagaon,Kondagaon,chc,Mardapal,NA,19.37535092,81.54479028,Y,Rural,Public
Chhattisgarh,Kondagaon,Makdi,chc,Makdi,NA,19.77484008,81.90539273,Y,Rural,Public
Chhattisgarh,Kondagaon,Pharasgaon,chc,Pharasgaon,NA,19.85830142,81.63523376,Y,Rural,Public
Chhattisgarh,Gariyaband,Deobhog,chc,Deobhog,NA,19.90005135,82.65386546,Y,Rural,Public
Chhattisgarh,Kanker,KOYALIBEDA,chc,Koilibeda,NA,19.96201726,80.98138615,Y,Rural,Public
Chhattisgarh,Kondagaon,Keshkal,chc,Dhanora,NA,19.9857,81.46406,Y,Rural,Public
Chhattisgarh,Kondagaon,Bade Rajpur,chc,Vishrampuri,NA,20.0770027,81.76942892,Y,Rural,Public
Chhattisgarh,Kondagaon,Keshkal,chc,Keshkal,NA,20.08334132,81.58898525,Y,Rural,Public
Chhattisgarh,Kanker,ANTAGARH,chc,Antagarh,NA,20.09330135,81.16104191,Y,Rural,Public
Chhattisgarh,Kanker,DURG KONDAL,chc,Durgukondal,NA,20.22226425,80.94605402,Y,Rural,Public
Chhattisgarh,Gariyaband,Mainpur,chc,Mainpur,NA,20.291365,82.23514167,Y,Rural,Public
Chhattisgarh,Kanker,Kanker,chc,Dhanelikanhar,NA,20.30140477,81.3457016,Y,Rural,Public
Chhattisgarh,Kanker,Bhanupratappur,chc,Bhanupratappur,NA,20.30893833,81.07269667,Y,Rural,Public
Chhattisgarh,Dhamtari,Nagri,chc,Nagri,NA,20.35088336,81.95682131,Y,Rural,Public
Chhattisgarh,Rajnandgaon,MAANPUR,chc,Manpur,NA,20.3744421,80.72961204,Y,Rural,Public
Chhattisgarh,Kanker,Narharpur,chc,Amoda,NA,20.37895629,81.57791067,Y,Rural,Public
Chhattisgarh,Kanker,Narharpur,chc,Narharpur,NA,20.45036196,81.6278679,Y,Rural,Public
Chhattisgarh,Balod,Dondi,chc,CHC Dondi,NA,20.48273833,81.08485167,Y,Rural,Public
Chhattisgarh,Kanker,Charama,chc,Charama,NA,20.49427644,81.36887786,Y,Rural,Public
Chhattisgarh,Rajnandgaon,MOHALAA,chc,Mohla,NA,20.58406295,80.74715445,Y,Rural,Public
Chhattisgarh,Balod,Gurur,chc,CHC Gurur,NA,20.68355445,81.405764,Y,Rural,Public
Chhattisgarh,Dhamtari,Magarlod,chc,MAGARLOD,NA,20.74776044,81.84843638,Y,Rural,Public
Chhattisgarh,Rajnandgaon,CHAUKEE,chc,Ambagarh chowki,NA,20.77790318,80.74273406,Y,Rural,Public
Chhattisgarh,Balod,Dondi Lohara,chc,CHC Dondi Lohara,NA,20.787375,81.05642167,Y,Rural,Public
Chhattisgarh,Gariyaband,Chhura,chc,Chhura,NA,20.80996356,82.20665268,Y,Rural,Public
Chhattisgarh,Dhamtari,Kurud,chc,Kurud,NA,20.83115155,81.71711795,Y,Rural,Public
Chhattisgarh,Dhamtari,Dhamtari,chc,Gujra,NA,20.83120138,81.59080931,Y,Rural,Public
Chhattisgarh,Dhamtari,Kurud,chc,Bhakhara,NA,20.88888337,81.59811401,Y,Rural,Public
Chhattisgarh,Balod,Dondi Lohara,chc,Deori Bangla,NA,20.92745667,81.05017167,Y,Rural,Public
Chhattisgarh,Balod,Gunderdehi,chc,CHC Gunderdehi,NA,20.94410477,81.28937181,Y,Rural,Public
Chhattisgarh,Balod,Gunderdehi,chc,CHC Arjunda,NA,20.94411241,81.2893928,Y,Rural,Public
Chhattisgarh,Gariyaband,Fingeshwar,chc,Fingeshwar,NA,20.96877434,82.03202546,Y,Rural,Public
Chhattisgarh,Gariyaband,Fingeshwar,chc,Rajim,NA,20.96931719,81.87874164,Y,Rural,Public
Chhattisgarh,Rajnandgaon,Dongargaon,chc,Dongargaon,NA,20.9727703,80.85232512,Y,Rural,Public
Chhattisgarh,Raipur,Abhanpur,chc,CHC NAWAPARA,NA,20.98686244,81.87492167,Y,Rural,Public
Chhattisgarh,Rajnandgaon,Chhuria,chc,Chhuria,NA,21.00632272,80.62786264,Y,Rural,Public
Chhattisgarh,Durg,PATAN,chc,Patan,NA,21.04017,81.54314,Y,Rural,Public
Chhattisgarh,Mahasamund,BAGBAHRA,chc,Bagbahra,NA,21.04736541,82.3840585,Y,Rural,Public
Chhattisgarh,Raipur,Abhanpur,chc,CHC ABHANPUR,NA,21.05449679,81.74393036,Y,Rural,Public
Chhattisgarh,Durg,DURG,chc,Nikum,NA,21.05654333,81.20179333,Y,Rural,Public
Chhattisgarh,Durg,DURG,chc,Utai,NA,21.11994802,81.38124463,Y,Rural,Public
Chhattisgarh,Durg,PATAN,chc,Jheet,NA,21.152325,81.55470667,Y,Rural,Public
Chhattisgarh,Rajnandgaon,Dongargarh,chc,Dongargarh,NA,21.18788513,80.75599726,Y,Rural,Public
Chhattisgarh,Raipur,Arang,chc,CHC Arang,NA,21.19391333,81.97016833,Y,Rural,Public
Chhattisgarh,Rajnandgaon,Rajnandgaon,chc,Somni,NA,21.20024226,81.18148772,Y,Rural,Public
Chhattisgarh,Mahasamund,PITHORA,chc,Pithora,NA,21.24987227,82.51705729,Y,Rural,Public
Chhattisgarh,Durg,DHAMDHA,chc,Kumhari,NA,21.25887833,81.52392833,Y,Rural,Public
Chhattisgarh,Raipur,Urban,chc,UCHC Kabirnagar,NA,21.26765373,81.59174254,Y,Rural,Public
Chhattisgarh,Mahasamund,MAHASAMUND,chc,Tumgaon,NA,21.26969667,82.10086,Y,Rural,Public
Chhattisgarh,Mahasamund,BASNA,chc,Basna,NA,21.27798167,82.82442167,Y,Rural,Public
Chhattisgarh,Rajnandgaon,Rajnandgaon,chc,Ghumka,NA,21.28926552,81.09839037,Y,Rural,Public
Chhattisgarh,Raipur,Dharseeva,chc,CHC Birgaon,NA,21.30793659,81.64933932,Y,Rural,Public
Chhattisgarh,Mahasamund,SARAIPALI,chc,Saraipali,NA,21.32149146,82.97667981,Y,Rural,Public
Chhattisgarh,Durg,DHAMDHA,chc,Bori,NA,21.35215464,81.27061293,Y,Rural,Public
Chhattisgarh,Durg,DHAMDHA,chc,Ahiwara,NA,21.39530333,81.43395333,Y,Rural,Public
Chhattisgarh,Raipur,Tilda,chc,CHC Kharora,NA,21.39802556,81.92639017,Y,Rural,Public
Chhattisgarh,Raipur,Dharseeva,chc,Dharsiwa,NA,21.40613721,81.67148848,Y,Rural,Public
Chhattisgarh,Durg,DHAMDHA,chc,Dhamdha,NA,21.46422,81.33215833,Y,Rural,Public
Chhattisgarh,Rajnandgaon,CHHUIKHADAAN,chc,Chhuikhadan,NA,21.52237248,80.99573269,Y,Rural,Public
Chhattisgarh,Bemetra,Berla,chc,CHC Berla,NA,21.52341167,81.47904333,Y,Rural,Public
Chhattisgarh,Baloda Bazar,Palari,chc,Palari,NA,21.53509813,82.16534538,Y,Rural,Public
Chhattisgarh,Raipur,Tilda,chc,CHC Tilda,NA,21.54989532,81.7963234,Y,Rural,Public
Chhattisgarh,Raigarh,BARAMKELA,chc,CHC BARAMKELA,NA,21.56413667,83.28069853,Y,Rural,Public
Chhattisgarh,Baloda Bazar,Simga,chc,Simga,NA,21.63038656,81.71477862,Y,Rural,Public
Chhattisgarh,Baloda Bazar,Kasdol,chc,Kasdol,NA,21.6349,82.42026333,Y,Rural,Public
Chhattisgarh,Rajnandgaon,CHHUIKHADAAN,chc,Gandai,NA,21.63521069,81.08270688,Y,Rural,Public
Chhattisgarh,Baloda Bazar,Baloda Bazar,chc,Lavan,NA,21.64397529,82.33855406,Y,Rural,Public
Chhattisgarh,Janjgir Champa,PAMGARH,chc,KHARAUD,NA,21.75077169,82.57670177,Y,Rural,Public
Chhattisgarh,Raigarh,PUSSORE,chc,CHC PUSSORE,NA,21.75788401,83.38175262,Y,Rural,Public
Chhattisgarh,Janjgir Champa,DABHARA,chc,Dabhara,NA,21.78139025,83.07101944,Y,Rural,Public
Chhattisgarh,Bemetra,Saja,chc,CHC Thankhamriya,NA,21.800831,81.33581579,Y,Rural,Public
Chhattisgarh,Bemetra,Bemetara,chc,Khandsara,NA,21.82121882,81.52827778,Y,Rural,Public
Chhattisgarh,Kawardha,SAHASPUR LOHARA,chc,CHC S lohara,NA,21.83359,81.127115,Y,Rural,Public
Chhattisgarh,Janjgir Champa,NAVAGARH,chc,Navagarh,NA,21.83508667,82.639895,Y,Rural,Public
Chhattisgarh,Janjgir Champa,JAIJAIPUR,chc,Jaijaipur,NA,21.83752305,82.81685187,Y,Rural,Public
Chhattisgarh,Janjgir Champa,PAMGARH,chc,Pamgarh,NA,21.87006304,82.45469662,Y,Rural,Public
Chhattisgarh,Janjgir Champa,MAALKHARAUD,chc,Malkharoda,NA,21.87515206,82.98867407,Y,Rural,Public
Chhattisgarh,Raigarh,RAIGARH,chc,PHC LOING RAIGARH,NA,21.88972194,83.41794125,Y,Rural,Public
Chhattisgarh,Bemetra,Nawagarh,chc,CHC Nawagarh,NA,21.90435956,81.60734488,Y,Rural,Public
Chhattisgarh,Janjgir Champa,BAMHANIDIH,chc,BAMHNIDIH,NA,21.90882681,82.72017889,Y,Rural,Public
Chhattisgarh,Raigarh,SARANGARH,chc,CHC Sarangarh,NA,21.92029639,83.38019204,Y,Rural,Public
Chhattisgarh,Bilaspur,BILHA,chc,BILHA,NA,21.95959617,82.08145157,Y,Rural,Public
Chhattisgarh,Raigarh,KHARSIYA,chc,CHC CHAPLE KHARSIA,NA,21.98800159,83.18506026,Y,Rural,Public
Chhattisgarh,Bilaspur,MASTOORI,chc,MASTURI,NA,21.99316166,82.26601272,Y,Rural,Public
